primal_vertex_tag,dual_quadrangle_element_tag,primal_face_index
1167,1952,651
1158,1953,651
1063,1954,652
1134,1955,652
1122,1956,652
1130,1957,653
1174,1958,653
1131,1959,653
128,1960,654
1145,1961,654
1106,1962,654
1131,1963,655
1169,1964,655
1130,1965,655
1140,1966,656
1152,1967,656
151,1968,656
1062,1969,657
1121,1970,657
1111,1971,657
157,1972,658
1158,1973,658
1080,1974,658
1103,1975,659
1142,1976,659
1102,1977,659
1142,1978,660
1156,1979,660
1102,1980,660
1148,1981,661
1150,1982,661
1113,1983,661
1087,1984,662
1129,1985,662
1099,1986,662
1101,1987,663
1150,1988,663
1148,1989,663
127,1990,664
1106,1991,664
1084,1992,664
1078,1993,665
1152,1994,665
1140,1995,665
1112,1996,666
1180,1997,666
160,1998,666
151,1999,667
1175,2000,667
129,2001,667
41,2002,668
1107,2003,668
42,2004,668
1125,2005,669
1164,2006,669
1139,2007,669
1133,2008,670
1160,2009,670
1104,2010,670
141,2011,671
1155,2012,671
1149,2013,671
1066,2014,672
1151,2015,672
1124,2016,672
39,2017,673
1110,2018,673
40,2019,673
1130,2020,674
1169,2021,674
1075,2022,674
162,2023,675
1155,2024,675
163,2025,675
1123,2026,676
1125,2027,676
1066,2028,676
159,2029,677
1112,2030,677
160,2031,677
127,2032,678
1084,2033,678
126,2034,678
